Total Sales,Product Name,Product ID,Segment,Customer Name,Customer ID,Region,Period
23.12,Xerox 1978,OFF-PA-10002160,Home Office,Eugene Moren,EM-14140,West,2018-11-01 - 2018-11-30
12.224,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",OFF-EN-10001219,Home Office,Lindsay Shagiari,LS-16975,Central,2018-11-01 - 2018-11-30
22.848,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",FUR-FU-10001756,Home Office,Lindsay Shagiari,LS-16975,Central,2018-11-01 - 2018-11-30
77.952,Fellowes Neat Ideas Storage Cubes,OFF-ST-10002583,Home Office,Lindsay Shagiari,LS-16975,Central,2018-11-01 - 2018-11-30
44.784,Maxell LTO Ultrium - 800 GB,TEC-AC-10004568,Home Office,Lindsay Shagiari,LS-16975,Central,2018-11-01 - 2018-11-30
67.992,Panasonic KX TS3282W Corded phone,TEC-PH-10004908,Home Office,Lindsay Shagiari,LS-16975,Central,2018-11-01 - 2018-11-30
30.56,Surelock Post Binders,OFF-BI-10000666,Home Office,Lindsay Shagiari,LS-16975,Central,2018-11-01 - 2018-11-30
239.92,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,TEC-AC-10000927,Consumer,Cassandra Brandow,CB-12025,South,2018-11-01 - 2018-11-30
11.21,"Personal Folder Holder, Ebony",OFF-ST-10004634,Consumer,Erin Mull,EM-14065,East,2018-11-01 - 2018-11-30
22.0,Samsung Replacement EH64AVFWE Premium Headset,TEC-PH-10003442,Consumer,Ken Lonsdale,KL-16645,West,2018-11-01 - 2018-11-30
8.904,"""While you Were Out"" Message Book, One Form per Page",OFF-PA-10003424,Consumer,Michael Nguyen,MN-17935,South,2018-11-01 - 2018-11-30
720.064,Tennsco Double-Tier Lockers,OFF-ST-10003716,Consumer,Michael Nguyen,MN-17935,South,2018-11-01 - 2018-11-30
82.95,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,TEC-AC-10000682,Consumer,Sanjit Engle,SE-20110,West,2018-11-01 - 2018-11-30
8.64,Avery File Folder Labels,OFF-LA-10001613,Consumer,Ted Trevino,TT-21070,West,2018-11-01 - 2018-11-30
563.024,GBC DocuBind P50 Personal Binding Machine,OFF-BI-10001718,Consumer,Ted Trevino,TT-21070,West,2018-11-01 - 2018-11-30
2404.704,Global Troy Executive Leather Low-Back Tilter,FUR-CH-10001215,Consumer,Ted Trevino,TT-21070,West,2018-11-01 - 2018-11-30
344.91,Space Solutions HD Industrial Steel Shelving.,OFF-ST-10000991,Consumer,Ted Trevino,TT-21070,West,2018-11-01 - 2018-11-30
2.064,DIXON Oriole Pencils,OFF-AR-10002335,Consumer,Toby Carlisle,TC-21295,South,2018-11-01 - 2018-11-30
205.9992,"Bush Westfield Collection Bookcases, Fully Assembled",FUR-BO-10003441,Corporate,Katrina Edelman,KE-16420,Central,2018-11-01 - 2018-11-30
61.792,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,OFF-ST-10000943,Corporate,Katrina Edelman,KE-16420,Central,2018-11-01 - 2018-11-30
629.95,Nokia Lumia 925,TEC-PH-10004389,Corporate,Ken Brennan,KB-16600,East,2018-11-01 - 2018-11-30
11.22,Accohide Poly Flexible Ring Binders,OFF-BI-10003196,Corporate,Sean Braxton,SB-20290,East,2018-11-01 - 2018-11-30
652.995,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,TEC-MA-10002210,Corporate,Sean Braxton,SB-20290,East,2018-11-01 - 2018-11-30
60.864,SanDisk Cruzer 32 GB USB Flash Drive,TEC-AC-10002399,Corporate,Sean Braxton,SB-20290,East,2018-11-01 - 2018-11-30
154.95,"Deflect-o EconoMat Nonstudded, No Bevel Mat",FUR-FU-10004845,Corporate,Stefania Perrino,SP-20620,East,2018-11-01 - 2018-11-30
43.6,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",TEC-PH-10003988,Corporate,Stefania Perrino,SP-20620,East,2018-11-01 - 2018-11-30
163.96,KeyTronic 6101 Series - Keyboard - Black,TEC-AC-10004114,Home Office,Alan Dominguez,AD-10180,East,2018-11-01 - 2018-11-30
230.376,Safco Industrial Wire Shelving,OFF-ST-10003656,Home Office,Christopher Schild,CS-12400,Central,2018-11-01 - 2018-11-30
9.324,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,OFF-AP-10004868,Home Office,Maria Etezadi,ME-17320,Central,2018-11-01 - 2018-11-30
3.648,Prestige Round Ring Binders,OFF-BI-10002949,Consumer,Clytie Kelty,CK-12595,East,2018-11-01 - 2018-11-30
119.94,PureGear Roll-On Screen Protector,TEC-PH-10000011,Consumer,Clytie Kelty,CK-12595,East,2018-11-01 - 2018-11-30
8.64,3M Organizer Strips,OFF-BI-10003669,Consumer,Frank Olsen,FO-14305,East,2018-11-01 - 2018-11-30
34.24,Newell 347,OFF-AR-10003504,Consumer,Joe Elijah,JE-15715,West,2018-11-01 - 2018-11-30
21.99,Wilson Jones Legal Size Ring Binders,OFF-BI-10003684,Consumer,Toby Carlisle,TC-21295,Central,2018-11-01 - 2018-11-30
45.04,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",OFF-AR-10003582,Consumer,Xylona Preis,XP-21865,Central,2018-11-01 - 2018-11-30
167.952,V7 USB Numeric Keypad,TEC-AC-10004855,Consumer,Xylona Preis,XP-21865,Central,2018-11-01 - 2018-11-30
321.568,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",FUR-CH-10002965,Corporate,Lindsay Williams,LW-16990,West,2018-11-01 - 2018-11-30
96.36,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",OFF-ST-10003996,Corporate,Pauline Webber,PW-19030,East,2018-11-01 - 2018-11-30
15.28,Security-Tint Envelopes,OFF-EN-10004459,Home Office,Arthur Wiediger,AW-10930,Central,2018-11-01 - 2018-11-30
220.064,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",FUR-FU-10003553,Consumer,Dana Kaydos,DK-12895,South,2018-11-01 - 2018-11-30
339.136,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",FUR-FU-10001488,Consumer,Dana Kaydos,DK-12895,South,2018-11-01 - 2018-11-30
119.94,iOttie HLCRIO102 Car Mount,TEC-PH-10002583,Consumer,Charlotte Melton,CM-12190,East,2018-11-01 - 2018-11-30
33.29,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,OFF-ST-10003123,Consumer,Chris Cortes,CC-12220,West,2018-11-01 - 2018-11-30
107.88,Plantronics Encore H101 Dual Earpieces Headset,TEC-PH-10003171,Consumer,Chris Cortes,CC-12220,West,2018-11-01 - 2018-11-30
139.92,"Tenex ""The Solids"" Textured Chair Mats",FUR-FU-10003394,Consumer,Chris Cortes,CC-12220,West,2018-11-01 - 2018-11-30
73.68,Xerox 1933,OFF-PA-10001363,Consumer,Chris Cortes,CC-12220,West,2018-11-01 - 2018-11-30
146.82,Tops Green Bar Computer Printout Paper,OFF-PA-10004092,Consumer,Christy Brittain,CB-12415,East,2018-11-01 - 2018-11-30
48.86,Eldon Shelf Savers Cubes and Bins,OFF-ST-10002486,Consumer,Jay Kimmel,JK-15370,West,2018-11-01 - 2018-11-30
12.42,Eldon Image Series Black Desk Accessories,FUR-FU-10001847,Consumer,Lena Creighton,LC-16885,West,2018-11-01 - 2018-11-30
119.94,Eldon Radial Chair Mat for Low to Medium Pile Carpets,FUR-FU-10003268,Consumer,Lena Creighton,LC-16885,West,2018-11-01 - 2018-11-30
17.31,DAX Cubicle Frames - 8x10,FUR-FU-10001196,Consumer,Mick Brown,MB-18085,West,2018-11-01 - 2018-11-30
811.28,Tennsco Regal Shelving Units,OFF-ST-10001963,Consumer,Scott Williamson,SW-20275,West,2018-11-01 - 2018-11-30
899.982,Hewlett Packard 610 Color Digital Copier / Printer,TEC-CO-10002095,Corporate,Bill Stewart,BS-11380,East,2018-11-01 - 2018-11-30
139.96,Logitech Media Keyboard K200,TEC-AC-10002335,Corporate,Bill Stewart,BS-11380,East,2018-11-01 - 2018-11-30
86.352,Panasonic KP-380BK Classic Electric Pencil Sharpener,OFF-AR-10004022,Corporate,Bill Stewart,BS-11380,East,2018-11-01 - 2018-11-30
1.824,Prestige Round Ring Binders,OFF-BI-10002949,Corporate,Brian Moss,BM-11650,East,2018-11-01 - 2018-11-30
1919.976,Bady BDG101FRU Card Printer,TEC-MA-10000488,Corporate,Mitch Willingham,MW-18235,West,2018-11-01 - 2018-11-30
23.36,Newell 328,OFF-AR-10000255,Home Office,Eileen Kiefer,EK-13795,West,2018-11-01 - 2018-11-30
52.44,Hewlett-Packard 300S Scientific Calculator,TEC-MA-10003173,Home Office,Mick Hernandez,MH-18115,East,2018-11-01 - 2018-11-30
35.04,Bionaire 99.97% HEPA Air Cleaner,OFF-AP-10004036,Consumer,Christine Sundaresam,CS-12355,South,2018-11-01 - 2018-11-30
187.76,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",FUR-FU-10004091,Consumer,Christopher Conant,CC-12370,East,2018-11-01 - 2018-11-30
38.88,Xerox 1905,OFF-PA-10004735,Consumer,Christopher Conant,CC-12370,East,2018-11-01 - 2018-11-30
431.16,Plantronics S12 Corded Telephone Headset System,TEC-AC-10003174,Consumer,Clytie Kelty,CK-12595,South,2018-11-01 - 2018-11-30
268.24,Xerox 1938,OFF-PA-10002558,Consumer,Clytie Kelty,CK-12595,South,2018-11-01 - 2018-11-30
239.96,Logitech Illuminated - Keyboard,TEC-AC-10003610,Consumer,Emily Grady,EG-13900,Central,2018-11-01 - 2018-11-30
10499.97,Canon imageCLASS 2200 Advanced Copier,TEC-CO-10004722,Consumer,Hunter Lopez,HL-15040,East,2018-11-01 - 2018-11-30
327.7328,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",FUR-BO-10002202,Consumer,Joy Bell-,JB-16000,Central,2018-11-01 - 2018-11-30
43.8,"Angle-D Binders with Locking Rings, Label Holders",OFF-BI-10000050,Consumer,Trudy Brown,TB-21625,East,2018-11-01 - 2018-11-30
50.94,Stanley Bostitch Contemporary Electric Pencil Sharpeners,OFF-AR-10001958,Consumer,Xylona Preis,XP-21865,East,2018-11-01 - 2018-11-30
13.904,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",OFF-BI-10002103,Corporate,Greg Guthrie,GG-14650,West,2018-11-01 - 2018-11-30
4.158,Avery Reinforcements for Hole-Punch Pages,OFF-BI-10002813,Corporate,Katharine Harms,KH-16330,West,2018-11-01 - 2018-11-30
19.608,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",OFF-PA-10003205,Corporate,Katharine Harms,KH-16330,West,2018-11-01 - 2018-11-30
1247.64,Deluxe Rollaway Locking File with Drawer,OFF-ST-10000142,Corporate,Victoria Wilson,VW-21775,East,2018-11-01 - 2018-11-30
2.944,Staple remover,OFF-SU-10001225,Consumer,Art Ferguson,AF-10870,South,2018-11-01 - 2018-11-30
44.384,Xerox 194,OFF-PA-10001977,Consumer,Art Ferguson,AF-10870,South,2018-11-01 - 2018-11-30
2.96,Binder Clips by OIC,OFF-FA-10000611,Consumer,Christina DeMoss,CD-12280,West,2018-11-01 - 2018-11-30
169.68,Eldon Portable Mobile Manager,OFF-ST-10003442,Consumer,Christina DeMoss,CD-12280,West,2018-11-01 - 2018-11-30
95.94,Fellowes Bankers Box Stor/Drawer Steel Plus,OFF-ST-10000563,Consumer,Christina DeMoss,CD-12280,West,2018-11-01 - 2018-11-30
132.52,Logitech P710e Mobile Speakerphone,TEC-AC-10003832,Consumer,Christina DeMoss,CD-12280,West,2018-11-01 - 2018-11-30
8.448,"Wilson Jones 1"" Hanging DublLock Ring Binders",OFF-BI-10001116,Consumer,Christina DeMoss,CD-12280,West,2018-11-01 - 2018-11-30
74.95,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",TEC-PH-10000923,Consumer,Dave Kipp,DK-13090,East,2018-11-01 - 2018-11-30
127.386,Global Highback Leather Tilter in Burgundy,FUR-CH-10000422,Consumer,Russell D'Ascenzo,RD-19930,Central,2018-11-01 - 2018-11-30
55.584,"Peel & Seel Recycled Catalog Envelopes, Brown",OFF-EN-10002592,Consumer,Russell D'Ascenzo,RD-19930,Central,2018-11-01 - 2018-11-30
38.864,BIC Liqua Brite Liner,OFF-AR-10001860,Corporate,Jane Waco,JW-15220,East,2018-11-01 - 2018-11-30
389.056,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",OFF-AP-10002684,Corporate,Jim Sink,JS-15685,South,2018-11-01 - 2018-11-30
20.232,Ibico Plastic and Wire Spiral Binding Combs,OFF-BI-10001636,Corporate,Jim Sink,JS-15685,South,2018-11-01 - 2018-11-30
81.36,Tennsco Commercial Shelving,OFF-ST-10002301,Corporate,Jim Sink,JS-15685,South,2018-11-01 - 2018-11-30
41.472,Xerox 211,OFF-PA-10003309,Corporate,Jim Sink,JS-15685,South,2018-11-01 - 2018-11-30
20.736,Xerox 221,OFF-PA-10004609,Corporate,Jim Sink,JS-15685,South,2018-11-01 - 2018-11-30
7.38,Avery 487,OFF-LA-10003720,Corporate,Nona Balk,NB-18655,Central,2018-11-01 - 2018-11-30
37.76,"Companion Letter/Legal File, Black",OFF-ST-10000777,Corporate,Nona Balk,NB-18655,Central,2018-11-01 - 2018-11-30
92.52,"Decoflex Hanging Personal Folder File, Blue",OFF-ST-10001321,Corporate,Nona Balk,NB-18655,Central,2018-11-01 - 2018-11-30
5.82,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",FUR-FU-10000206,Corporate,Nona Balk,NB-18655,Central,2018-11-01 - 2018-11-30
19.76,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",FUR-FU-10002597,Home Office,Maria Etezadi,ME-17320,Central,2018-11-01 - 2018-11-30
821.88,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",FUR-FU-10004665,Consumer,Adrian Barton,AB-10105,South,2018-11-01 - 2018-11-30
21.96,GBC Imprintable Covers,OFF-BI-10000088,Consumer,Adrian Barton,AB-10105,South,2018-11-01 - 2018-11-30
6.672,Acme Elite Stainless Steel Scissors,OFF-SU-10001165,Consumer,Aimee Bixby,AB-10150,Central,2018-11-01 - 2018-11-30
99.136,"Boston School Pro Electric Pencil Sharpener, 1670",OFF-AR-10003373,Consumer,Aimee Bixby,AB-10150,Central,2018-11-01 - 2018-11-30
15.992,Telescoping Adjustable Floor Lamp,FUR-FU-10001967,Consumer,Aimee Bixby,AB-10150,Central,2018-11-01 - 2018-11-30
16.896,Xerox 1901,OFF-PA-10000308,Consumer,Aimee Bixby,AB-10150,Central,2018-11-01 - 2018-11-30
233.058,Office Star Flex Back Scooter Chair with White Frame,FUR-CH-10001973,Consumer,Art Ferguson,AF-10870,Central,2018-11-01 - 2018-11-30
25.06,OIC Binder Clips,OFF-FA-10000624,Consumer,Dorothy Dickinson,DD-13570,South,2018-11-01 - 2018-11-30
59.913,Lock-Up Easel 'Spel-Binder',OFF-BI-10003984,Consumer,Jennifer Halladay,JH-15430,East,2018-11-01 - 2018-11-30
219.075,BPI Conference Tables,FUR-TA-10002533,Consumer,Jonathan Howell,JH-15910,Central,2018-11-01 - 2018-11-30
31.968,Square Credit Card Reader,TEC-PH-10000376,Consumer,Katherine Ducich,KD-16345,West,2018-11-01 - 2018-11-30
18.7,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",FUR-FU-10002685,Consumer,Mick Crebagga,MC-18100,West,2018-11-01 - 2018-11-30
305.01,"File Shuttle II and Handi-File, Black",OFF-ST-10000675,Consumer,Mick Crebagga,MC-18100,West,2018-11-01 - 2018-11-30
13.04,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",OFF-AR-10003876,Consumer,Nathan Cano,NC-18415,Central,2018-11-01 - 2018-11-30
1525.188,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,OFF-BI-10003527,Consumer,Nathan Cano,NC-18415,Central,2018-11-01 - 2018-11-30
191.058,"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,Consumer,Nathan Cano,NC-18415,Central,2018-11-01 - 2018-11-30
22.96,Newell 349,OFF-AR-10001177,Consumer,Richard Bierner,RB-19435,South,2018-11-01 - 2018-11-30
2504.74,Hoover Shoulder Vac Commercial Portable Vacuum,OFF-AP-10003849,Corporate,Justin Deggeller,JD-16150,East,2018-11-01 - 2018-11-30
16.74,Staple envelope,OFF-EN-10001415,Corporate,Justin Deggeller,JD-16150,East,2018-11-01 - 2018-11-30
305.312,"Lifetime Advantage Folding Chairs, 4/Carton",FUR-CH-10004675,Corporate,Linda Cazamias,LC-16930,Central,2018-11-01 - 2018-11-30
718.116,"Bush Andora Conference Table, Maple/Graphite Gray Finish",FUR-TA-10002622,Corporate,Stewart Carmichael,SC-20770,Central,2018-11-01 - 2018-11-30
31.776,Peel-Off China Markers,OFF-AR-10001915,Corporate,Stewart Carmichael,SC-20770,Central,2018-11-01 - 2018-11-30
41.28,Avery Printable Repositionable Plastic Tabs,OFF-BI-10000404,Home Office,Adrian Shami,AS-10135,East,2018-11-01 - 2018-11-30
13.36,Xerox 1898,OFF-PA-10002986,Home Office,Adrian Shami,AS-10135,East,2018-11-01 - 2018-11-30
58.408,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",OFF-BI-10001628,Home Office,Anne Pryor,AP-10720,East,2018-11-01 - 2018-11-30
79.974,Hon 61000 Series Interactive Training Tables,FUR-TA-10001676,Home Office,Anne Pryor,AP-10720,East,2018-11-01 - 2018-11-30
77.6,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",FUR-FU-10001861,Consumer,Brian Thompson,BT-11680,East,2018-11-01 - 2018-11-30
4.656,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",FUR-FU-10000206,Consumer,Brian Thompson,BT-11680,East,2018-11-01 - 2018-11-30
68.97,Boston KS Multi-Size Manual Pencil Sharpener,OFF-AR-10004602,Consumer,Carlos Daly,CD-11920,East,2018-11-01 - 2018-11-30
1259.97,Samsung Galaxy Mega 6.3,TEC-PH-10001459,Consumer,Carlos Daly,CD-11920,East,2018-11-01 - 2018-11-30
183.968,"Sauder Camden County Collection Libraries, Planked Cherry Finish",FUR-BO-10003159,Consumer,Carlos Daly,CD-11920,East,2018-11-01 - 2018-11-30
46.76,Xerox 1968,OFF-PA-10003651,Consumer,Carlos Daly,CD-11920,East,2018-11-01 - 2018-11-30
209.568,Office Star - Mesh Screen back chair with Vinyl seat,FUR-CH-10001482,Consumer,Erica Smith,ES-14020,South,2018-11-01 - 2018-11-30
22.0,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",OFF-AR-10001026,Consumer,Hunter Glantz,HG-15025,Central,2018-11-01 - 2018-11-30
23.968,Newell 336,OFF-AR-10000203,Consumer,Jennifer Halladay,JH-15430,South,2018-11-01 - 2018-11-30
28.728,Staples in misc. colors,OFF-AR-10004790,Consumer,Jennifer Halladay,JH-15430,South,2018-11-01 - 2018-11-30
283.92,Novimex High-Tech Fabric Mesh Task Chair,FUR-CH-10003956,Consumer,Kelly Andreada,KA-16525,West,2018-11-01 - 2018-11-30
42.6,Coloredge Poster Frame,FUR-FU-10003347,Consumer,Liz Pelletier,LP-17080,West,2018-11-01 - 2018-11-30
84.056,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",OFF-BI-10000069,Consumer,Liz Pelletier,LP-17080,West,2018-11-01 - 2018-11-30
569.99,Apple iPhone 5S,TEC-PH-10001363,Corporate,Katharine Harms,KH-16330,East,2018-11-01 - 2018-11-30
2.97,Maxell 4.7GB DVD+R 5/Pack,TEC-AC-10003433,Corporate,Katharine Harms,KH-16330,East,2018-11-01 - 2018-11-30
50.97,Tensor Brushed Steel Torchiere Floor Lamp,FUR-FU-10000820,Corporate,Katharine Harms,KH-16330,East,2018-11-01 - 2018-11-30
27.58,9-3/4 Diameter Round Wall Clock,FUR-FU-10000629,Home Office,Sample Company A,SC-20050,South,2018-11-01 - 2018-11-30
70.98,Safco Drafting Table,FUR-TA-10004767,Consumer,Benjamin Patterson,BP-11230,West,2018-11-01 - 2018-11-30
1039.992,"3D Systems Cube Printer, 2nd Generation, White",TEC-MA-10002073,Consumer,Chloris Kastensmidt,CK-12205,West,2018-11-01 - 2018-11-30
150.8,Vinyl Sectional Post Binders,OFF-BI-10001670,Consumer,Chloris Kastensmidt,CK-12205,West,2018-11-01 - 2018-11-30
51.84,Xerox 209,OFF-PA-10003797,Consumer,Chloris Kastensmidt,CK-12205,West,2018-11-01 - 2018-11-30
39.296,Recycled Eldon Regeneration Jumbo File,OFF-ST-10002444,Consumer,Cindy Chapman,CC-12475,East,2018-11-01 - 2018-11-30
8.448,Xerox 1972,OFF-PA-10001204,Consumer,Cindy Chapman,CC-12475,East,2018-11-01 - 2018-11-30
55.176,Motorola HK250 Universal Bluetooth Headset,TEC-PH-10003555,Consumer,Henia Zydlo,HZ-14950,Central,2018-11-01 - 2018-11-30
27.42,Howard Miller Distant Time Traveler Alarm Clock,FUR-FU-10003535,Consumer,Scott Williamson,SW-20275,East,2018-11-01 - 2018-11-30
40.736,Canvas Sectional Post Binders,OFF-BI-10001191,Corporate,Patrick Jones,PJ-18835,West,2018-11-01 - 2018-11-30
11.76,Newell 332,OFF-AR-10003394,Corporate,Patrick Jones,PJ-18835,West,2018-11-01 - 2018-11-30
8.62,"Acco Six-Outlet Power Strip, 4' Cord Length",OFF-AP-10001492,Home Office,Barry Franz,BF-11005,West,2018-11-01 - 2018-11-30
9.02,Advantus T-Pin Paper Clips,OFF-FA-10004248,Home Office,Barry Franz,BF-11005,West,2018-11-01 - 2018-11-30
56.56,Eldon Portable Mobile Manager,OFF-ST-10003442,Home Office,Barry Franz,BF-11005,West,2018-11-01 - 2018-11-30
659.976,Mitel MiVoice 5330e IP Phone,TEC-PH-10004165,Home Office,Barry Franz,BF-11005,West,2018-11-01 - 2018-11-30
5.56,Newell 344,OFF-AR-10003856,Home Office,Barry Franz,BF-11005,West,2018-11-01 - 2018-11-30
35.712,Newell 314,OFF-AR-10000122,Consumer,Frank Olsen,FO-14305,Central,2018-11-01 - 2018-11-30
195.96,Panasonic KX TS208W Corded phone,TEC-PH-10001305,Consumer,Alan Hwang,AH-10210,Central,2018-11-01 - 2018-11-30
11.52,Avery File Folder Labels,OFF-LA-10001613,Consumer,Christopher Martinez,CM-12385,Central,2018-11-01 - 2018-11-30
6.464,Contemporary Wood/Metal Frame,FUR-FU-10004909,Consumer,Christopher Martinez,CM-12385,Central,2018-11-01 - 2018-11-30
222.384,Toshiba IPT2010-SD IP Telephone,TEC-PH-10004447,Consumer,Christopher Martinez,CM-12385,Central,2018-11-01 - 2018-11-30
4.36,Staple remover,OFF-SU-10001935,Consumer,Dan Campbell,DC-12850,Central,2018-11-01 - 2018-11-30
74.112,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,TEC-AC-10003499,Consumer,Janet Martin,JM-15250,South,2018-11-01 - 2018-11-30
3.304,Newell Chalk Holder,OFF-AR-10000390,Consumer,Janet Martin,JM-15250,South,2018-11-01 - 2018-11-30
27.992,Speck Products Candyshell Flip Case,TEC-PH-10002844,Consumer,Janet Martin,JM-15250,South,2018-11-01 - 2018-11-30
24.048,OIC Stacking Trays,FUR-FU-10000320,Consumer,Tamara Dahlen,TD-20995,East,2018-11-01 - 2018-11-30
10.688,Xerox 1959,OFF-PA-10004285,Corporate,Chris Selesnick,CS-12250,Central,2018-11-01 - 2018-11-30
7.476,GBC Standard Therm-A-Bind Covers,OFF-BI-10001658,Corporate,Frank Hawley,FH-14275,East,2018-11-01 - 2018-11-30
28.4,Coloredge Poster Frame,FUR-FU-10003347,Corporate,Janet Molinari,JM-15265,Central,2018-11-01 - 2018-11-30
287.92,GBC VeloBinder Manual Binding System,OFF-BI-10001543,Corporate,Janet Molinari,JM-15265,Central,2018-11-01 - 2018-11-30
6.104,Aluminum Screw Posts,OFF-BI-10003707,Corporate,Jennifer Patt,JP-15460,Central,2018-11-01 - 2018-11-30
127.785,"Lesro Round Back Collection Coffee Table, End Table",FUR-TA-10003008,Corporate,Jennifer Patt,JP-15460,Central,2018-11-01 - 2018-11-30
78.304,Xerox 1942,OFF-PA-10002923,Corporate,Jennifer Patt,JP-15460,Central,2018-11-01 - 2018-11-30
36.288,Xerox 1952,OFF-PA-10000477,Corporate,Jennifer Patt,JP-15460,Central,2018-11-01 - 2018-11-30
71.088,Hon 61000 Series Interactive Training Tables,FUR-TA-10001676,Consumer,Beth Paige,BP-11290,West,2018-11-01 - 2018-11-30
364.08,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",FUR-TA-10000617,Consumer,Beth Paige,BP-11290,West,2018-11-01 - 2018-11-30
10.824,Advantus T-Pin Paper Clips,OFF-FA-10004248,Consumer,Greg Tran,GT-14710,Central,2018-11-01 - 2018-11-30
167.96,Ames Color-File Green Diamond Border X-ray Mailers,OFF-EN-10003001,Consumer,Kelly Andreada,KA-16525,East,2018-11-01 - 2018-11-30
16.38,"Crayola Anti Dust Chalk, 12/Pack",OFF-AR-10003759,Consumer,Kelly Andreada,KA-16525,East,2018-11-01 - 2018-11-30
321.568,O'Sullivan Plantations 2-Door Library in Landvery Oak,FUR-BO-10000780,Consumer,Kelly Andreada,KA-16525,East,2018-11-01 - 2018-11-30
12.96,Xerox 214,OFF-PA-10001972,Consumer,Kelly Andreada,KA-16525,East,2018-11-01 - 2018-11-30
415.872,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,OFF-ST-10000060,Consumer,Mark Van Huff,MV-17485,West,2018-11-01 - 2018-11-30
20.724,GBC Recycled Grain Textured Covers,OFF-BI-10004230,Consumer,Mark Van Huff,MV-17485,West,2018-11-01 - 2018-11-30
27.76,BIC Liqua Brite Liner,OFF-AR-10001860,Consumer,Patrick Gardner,PG-18820,West,2018-11-01 - 2018-11-30
7.78,"Southworth 100% Résumé Paper, 24lb.",OFF-PA-10002137,Consumer,Patrick Ryan,PR-18880,West,2018-11-01 - 2018-11-30
33.29,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,OFF-ST-10003123,Corporate,Brooke Gillingham,BG-11695,Central,2018-11-01 - 2018-11-30
13.762,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",OFF-AP-10002311,Corporate,Jason Gross,JG-15310,Central,2018-11-01 - 2018-11-30
11.673,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",OFF-BI-10000216,Corporate,Maribeth Yedwab,MY-17380,South,2018-11-01 - 2018-11-30
64.848,"Peel & Seel Recycled Catalog Envelopes, Brown",OFF-EN-10003448,Corporate,Maribeth Yedwab,MY-17380,South,2018-11-01 - 2018-11-30
19.008,Avery Durable Slant Ring Binders,OFF-BI-10004465,Corporate,Michael Dominguez,MD-17860,South,2018-11-01 - 2018-11-30
79.1,Motorla HX550 Universal Bluetooth Headset,TEC-PH-10002807,Corporate,Roland Schwarz,RS-19765,South,2018-11-01 - 2018-11-30
327.84,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",OFF-BI-10001597,Corporate,Roland Schwarz,RS-19765,South,2018-11-01 - 2018-11-30
89.988,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,TEC-PH-10003437,Corporate,Shaun Chance,SC-20440,East,2018-11-01 - 2018-11-30
229.544,Xerox 1919,OFF-PA-10000675,Corporate,Shaun Chance,SC-20440,East,2018-11-01 - 2018-11-30
